活動日期,公告日,活動／期別,NPC,所需寵物,所需道具,獲得寵物,合成樹,入手方法,公告連結
未載明（公告日 2024-07-05）,2024-07-05,改造藝術的巔峰 黑暗奇美拉登場,NPC：黑暗醫生阿莫拉（魔法大學研究所 34.8）,Lv1的阿魯巴斯試做體,奇美拉試做基因*888,Lv1的艾克尼奇美拉,Lv1的阿魯巴斯試做體 ＋ 奇美拉試做基因×888 ＝ Lv1的艾克尼奇美拉,所需寵物：當期寶盒／活動抽取：阿魯巴斯試做體召喚書（1%）；所需道具：當期寶盒／活動抽取：奇美拉試做基因（9%）、向 NPC：助手艾妮茲（魔法大學研究所 33.7） 交付 任意等級的阿魯巴斯試做體＋/ 取得：奇美拉試做基因*138,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13544.html)
2024-06-20～2024-07-04,2024-06-19,玩轉小任務 轉盤樂翻天,寵物改造研究員（寵物改造研究所 14.8）,不需要,彼特設計圖A-E 50000G金幣,lv1彼特,"彼特設計圖A-E ＋ 金幣50,000G ＝ lv1彼特",所需寵物：不需要；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13394.html)
2024-06-20～2024-07-04,2024-06-19,玩轉小任務 轉盤樂翻天,NPC：奇奇卡(精靈城寵物店15，6）,lv1殺人螳螂,變異之源*3 地獄魔炎花*10 精靈王契約*100 100000G金幣,lv1地獄殺人螳螂,"lv1殺人螳螂 ＋ 變異之源×3 ＋ 地獄魔炎花×10 ＋ 精靈王契約×100 ＋ 金幣100,000G ＝ lv1地獄殺人螳螂",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13394.html)
2024-06-20～2024-07-04,2024-06-19,玩轉小任務 轉盤樂翻天,NPC：奇奇卡(精靈城寵物店15，6）,lv1戰錘魔偶,變異之源*3 審判之鐮*10 精靈王契約*50 100000G金幣,lv1審判魔靈,"lv1戰錘魔偶 ＋ 變異之源×3 ＋ 審判之鐮×10 ＋ 精靈王契約×50 ＋ 金幣100,000G ＝ lv1審判魔靈",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13394.html)
未載明（公告日 2024-06-06）,2024-06-06,歸來的王者 煉獄軍團長登場,寵物改造研究員（寵物改造研究所 14.8）,不需要,烏莉兒設計圖A-E 50000G金幣,lv1烏莉兒,"烏莉兒設計圖A-E ＋ 金幣50,000G ＝ lv1烏莉兒",所需寵物：不需要；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13264.html)
未載明（公告日 2024-06-06）,2024-06-06,歸來的王者 煉獄軍團長登場,寵物改造研究員（寵物改造研究所 14.8）,lv1火焰翼龍,火焰翼龍設計圖A-E 50000G金幣,lv1改造火焰翼龍,"lv1火焰翼龍 ＋ 火焰翼龍設計圖A-E ＋ 金幣50,000G ＝ lv1改造火焰翼龍",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13264.html)
未載明（公告日 2024-06-06）,2024-06-06,歸來的王者 煉獄軍團長登場,寵物改造研究員（寵物改造研究所 14.8）,lv1殺人蜂,殺人蜂設計圖A-E 50000G金幣,lv1改造殺人蜂,"lv1殺人蜂 ＋ 殺人蜂設計圖A-E ＋ 金幣50,000G ＝ lv1改造殺人蜂",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13264.html)
未載明（公告日 2024-06-06）,2024-06-06,歸來的王者 煉獄軍團長登場,寵物改造研究員（寵物改造研究所 14.8）,lv1布丁史萊姆,布丁史萊姆設計圖A-E 50000G金幣,lv1改造布丁史萊姆,"lv1布丁史萊姆 ＋ 布丁史萊姆設計圖A-E ＋ 金幣50,000G ＝ lv1改造布丁史萊姆",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13264.html)
未載明（公告日 2024-06-06）,2024-06-06,歸來的王者 煉獄軍團長登場,寵物改造研究員（寵物改造研究所 14.8）,lv1山賊,山賊設計圖A-E 50000G金幣,lv1山賊王,"lv1山賊 ＋ 山賊設計圖A-E ＋ 金幣50,000G ＝ lv1山賊王",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13264.html)
未載明（公告日 2024-06-06）,2024-06-06,歸來的王者 煉獄軍團長登場,寵物改造研究員（寵物改造研究所 14.8）,lv1墮天使,墮天使設計圖A-E 50000G金幣,lv1改造墮天使,"lv1墮天使 ＋ 墮天使設計圖A-E ＋ 金幣50,000G ＝ lv1改造墮天使",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13264.html)
未載明（公告日 2024-06-06）,2024-06-06,歸來的王者 煉獄軍團長登場,NPC：鋼鐵大師布萊恩（魔法大學研究所 27.32）,Lv1的猩紅騎士,鋼鐵之心*888,Lv1的煉獄軍團長,Lv1的猩紅騎士 ＋ 鋼鐵之心×888 ＝ Lv1的煉獄軍團長,所需寵物：當期寶盒／活動抽取：猩紅騎士召喚書（1%）；所需道具：當期寶盒／活動抽取：鋼鐵之心（9%）、向 NPC：助手達洛爾（魔法大學研究所 56.10） 交付 任意等級的兵長麥＋/ 取得：鋼鐵之心*138,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13264.html)
未載明（公告日 2024-05-23）,2024-05-23,《魔力寶貝：永恆初心》三週年活動最終彈,寵物改造研究員（寵物改造研究所 14.8）,lv1迷你石像怪,迷你石像怪設計圖A 迷你石像怪設計圖B 迷你石像怪設計圖C 迷你石像怪設計圖D 迷你石像怪設計圖E 50000G金幣,lv1改造迷你石像怪,"lv1迷你石像怪 ＋ 迷你石像怪設計圖A ＋ 迷你石像怪設計圖B ＋ 迷你石像怪設計圖C ＋ 迷你石像怪設計圖D ＋ 迷你石像怪設計圖E ＋ 金幣50,000G ＝ lv1改造迷你石像怪",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13104.html)
未載明（公告日 2024-05-23）,2024-05-23,《魔力寶貝：永恆初心》三週年活動最終彈,寵物改造研究員（寵物改造研究所 14.8）,lv1赤熊,赤熊設計圖A 赤熊設計圖B 赤熊設計圖C 赤熊設計圖D 赤熊設計圖E 50000G金幣,lv1改造赤熊,"lv1赤熊 ＋ 赤熊設計圖A ＋ 赤熊設計圖B ＋ 赤熊設計圖C ＋ 赤熊設計圖D ＋ 赤熊設計圖E ＋ 金幣50,000G ＝ lv1改造赤熊",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13104.html)
未載明（公告日 2024-05-23）,2024-05-23,《魔力寶貝：永恆初心》三週年活動最終彈,寵物改造研究員（寵物改造研究所 14.8）,lv1貓妖,貓妖設計圖A 貓妖設計圖B 貓妖設計圖C 貓妖設計圖D 貓妖設計圖E 50000G金幣,lv1改造貓妖,"lv1貓妖 ＋ 貓妖設計圖A ＋ 貓妖設計圖B ＋ 貓妖設計圖C ＋ 貓妖設計圖D ＋ 貓妖設計圖E ＋ 金幣50,000G ＝ lv1改造貓妖",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13104.html)
未載明（公告日 2024-05-23）,2024-05-23,《魔力寶貝：永恆初心》三週年活動最終彈,寵物改造研究員（寵物改造研究所 14.8）,lv1水藍菇,水藍菇設計圖A 水藍菇設計圖B 水藍菇設計圖C 水藍菇設計圖D 水藍菇設計圖E 50000G金幣,lv1改造水藍菇,"lv1水藍菇 ＋ 水藍菇設計圖A ＋ 水藍菇設計圖B ＋ 水藍菇設計圖C ＋ 水藍菇設計圖D ＋ 水藍菇設計圖E ＋ 金幣50,000G ＝ lv1改造水藍菇",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13104.html)
未載明（公告日 2024-05-23）,2024-05-23,《魔力寶貝：永恆初心》三週年活動最終彈,寵物改造研究員（寵物改造研究所 14.8）,lv1地獄骷髏,地獄骷髏設計圖A 地獄骷髏設計圖B 地獄骷髏設計圖C 地獄骷髏設計圖D 地獄骷髏設計圖E 50000G金幣,lv1改造地獄骷髏,"lv1地獄骷髏 ＋ 地獄骷髏設計圖A ＋ 地獄骷髏設計圖B ＋ 地獄骷髏設計圖C ＋ 地獄骷髏設計圖D ＋ 地獄骷髏設計圖E ＋ 金幣50,000G ＝ lv1改造地獄骷髏",所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13104.html)
2024-05-02～2024-05-30,2024-05-02,《魔力寶貝：永恆初心》三週年活動盛大開啟,NPC：飛龍長老(里謝里雅堡 50.78）,純白雛龍,碧空寶珠*1 影獸的果實*10,Lv1的碧空幼龍,純白雛龍 ＋ 碧空寶珠×1 ＋ 影獸的果實×10 ＝ Lv1的碧空幼龍,所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12864.html)
2024-05-02～2024-05-30,2024-05-02,《魔力寶貝：永恆初心》三週年活動盛大開啟,NPC：碧空飛龍長老(里謝里雅堡 50.75）,Lv100碧空幼龍,碧空寶珠*1 影獸的果實*50,Lv1的碧空飛龍,Lv100碧空幼龍 ＋ 碧空寶珠×1 ＋ 影獸的果實×50 ＝ Lv1的碧空飛龍,所需寵物：前置合成：純白雛龍 ＋ 碧空寶珠×1 ＋ 影獸的果實×10 ＝ Lv1的碧空幼龍；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12864.html)
未載明（公告日 2024-04-04）,2024-04-04,古代沙漠傳說 埃及三頭龍復生,NPC：祭司埃瑪（魔法大學研究所 27.32）,Lv1的埃及三頭龍,冥府血脈*888,Lv1埃及冥龍:卡洛斯 概率33% Lv1埃及冥龍：海因茨 概率33% Lv1埃及冥龍：索爾格 概率34%,Lv1的埃及三頭龍 ＋ 冥府血脈×888 ＝ / ├ Lv1埃及冥龍:卡洛斯（概率33%） / ├ Lv1埃及冥龍：海因茨（概率33%） / └ Lv1埃及冥龍：索爾格（概率34%）,所需寵物：公告未另載；所需道具：向 NPC：巫女奈芙蒂蒂（魔法大學研究所 28.33） 交付 任意等級的冥凱＋/ 取得：冥府血脈*138,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12184.html)
未載明（公告日 2024-03-21）,2024-03-21,開拓新大陸 櫻花樹精綁架事件,NPC：奇奇卡(精靈城寵物店15，6）,Lv1櫻花冰冷樹精,變異之源*3 櫻花魔枝*10 精靈王契約*50,櫻花冰冷樹精長老,Lv1櫻花冰冷樹精 ＋ 變異之源×3 ＋ 櫻花魔枝×10 ＋ 精靈王契約×50 ＝ 櫻花冰冷樹精長老,所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11964.html)
未載明（公告日 2024-03-21）,2024-03-21,開拓新大陸 櫻花樹精綁架事件,NPC：奇奇卡(精靈城寵物店15，6）,Lv100的冰冷樹精,變異之源*3 櫻花培養液*10 精靈王契約*50,櫻花冰冷樹精,Lv100的冰冷樹精 ＋ 變異之源×3 ＋ 櫻花培養液×10 ＋ 精靈王契約×50 ＝ 櫻花冰冷樹精,所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11964.html)
未載明（公告日 2024-03-07）,2024-03-07,決鬥絕望之森 掌控雷霆的魔王,NPC：奇奇卡(精靈城寵物店15，6）,Lv1蒼蠅王,變異之源*3 碧電能量*10 精靈王契約*50,別西卜,Lv1蒼蠅王 ＋ 變異之源×3 ＋ 碧電能量×10 ＋ 精靈王契約×50 ＝ 別西卜,所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11824.html)
未載明（公告日 2024-03-07）,2024-03-07,決鬥絕望之森 掌控雷霆的魔王,NPC：奇奇卡(精靈城寵物店15，6）,Lv100以上穴龍,變異之源*3 黃電能量*10 精靈王契約*50,雷鳴穴龍,Lv100以上穴龍 ＋ 變異之源×3 ＋ 黃電能量×10 ＋ 精靈王契約×50 ＝ 雷鳴穴龍,所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11824.html)
未載明（公告日 2024-03-01）,2024-03-01,引領正義的使命 貝尼恰斯教團,NPC：聖女瑪爾（魔法大學研究所 28.6）,Lv1的寒冰巨龍,聖龍之契*888,Lv1寒冰龍王,Lv1的寒冰巨龍 ＋ 聖龍之契×888 ＝ Lv1寒冰龍王,所需寵物：當期寶盒／活動抽取：寒冰巨龍召喚書（0.5%）；所需道具：當期寶盒／活動抽取：聖龍之契（9%）、向 NPC：聖女愛扎（魔法大學研究所 26.5） 交付 任意等級的白銀騎士＋/ 取得：聖龍之契*138、向 NPC：聖女愛扎（魔法大學研究所 26.5） 交付 任意等級的百合少女＋/ 取得：聖龍之契*138,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11804.html)
未載明（公告日 2024-03-01）,2024-03-01,引領正義的使命 貝尼恰斯教團,NPC：奧維爾（魔法大學研究所 24.7）,Lv1百合少女,百合之花*1,Lv1百合少女,Lv1百合少女 ＋ 百合之花×1 ＝ Lv1百合少女,所需寵物：當期寶盒／活動抽取：百合少女召喚書（1%）；所需道具：當期寶盒／活動抽取：百合之花（2%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11804.html)
未載明（公告日 2024-03-01）,2024-03-01,引領正義的使命 貝尼恰斯教團,NPC：奧維爾（魔法大學研究所 24.7）,Lv1白銀騎士,白銀之心*1,Lv1白銀騎士,Lv1白銀騎士 ＋ 白銀之心×1 ＝ Lv1白銀騎士,所需寵物：當期寶盒／活動抽取：白銀騎士召喚書（1%）；所需道具：當期寶盒／活動抽取：白銀之心（2%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11804.html)
未載明（公告日 2024-02-21）,2024-02-21,元宵情人節 探尋天空城,公告未載明,丘比特,愛神丘比特設計圖A*1 愛神丘比特設計圖B*1 愛神丘比特設計圖C*1 愛神丘比特設計圖D*1 愛神丘比特設計圖E*1,愛神丘比特,丘比特 ＋ 愛神丘比特設計圖A×1 ＋ 愛神丘比特設計圖B×1 ＋ 愛神丘比特設計圖C×1 ＋ 愛神丘比特設計圖D×1 ＋ 愛神丘比特設計圖E×1 ＝ 愛神丘比特,所需寵物：公告明載需投入此寵物；所需道具：當期寶盒／活動抽取：愛神丘比特設計圖A（1.6%）、愛神丘比特設計圖B（1.6%）、愛神丘比特設計圖C（1.6%）、愛神丘比特設計圖D（1.6%）、愛神丘比特設計圖E（1.6%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11704.html)
未載明（公告日 2024-02-07）,2024-02-07,辰龍賜福 結締龍族羈絆,NPC：辰龍祝福使（魔法大學研究所 23.44）,Lv1紅蓮法師,辰龍之力*5,Lv1紅蓮法師（概率95%） Lv1辰龍神使紅蓮（概率5%）,Lv1紅蓮法師 ＋ 辰龍之力×5 ＝ / ├ Lv1紅蓮法師（概率95%） / └ Lv1辰龍神使紅蓮（概率5%）,所需寵物：前置合成：Lv1紅蓮 ＋ 紅蓮設計圖ABCDE×1 ＝ Lv1紅蓮法師；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11634.html)
未載明（公告日 2024-02-07）,2024-02-07,辰龍賜福 結締龍族羈絆,NPC：辰龍祝福使（魔法大學研究所 23.44）,Lv1紅炎巨龍,辰龍之力*5,Lv1紅炎巨龍（概率95%） Lv1辰龍紅炎（概率5%）,Lv1紅炎巨龍 ＋ 辰龍之力×5 ＝ / ├ Lv1紅炎巨龍（概率95%） / └ Lv1辰龍紅炎（概率5%）,所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11634.html)
未載明（公告日 2024-02-07）,2024-02-07,辰龍賜福 結締龍族羈絆,NPC：辰龍大使雷奇（魔法大學研究所 24.46）,任意等級的辰龍紅炎,轉生辰願*1,Lv1紅炎巨龍,任意等級的辰龍紅炎 ＋ 轉生辰願×1 ＝ Lv1紅炎巨龍,所需寵物：前置合成：Lv1紅炎巨龍 ＋ 辰龍之力×5 ＝ / ├ Lv1紅炎巨龍（概率95%） / └ Lv1辰龍紅炎（概率5%）；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11634.html)
未載明（公告日 2024-02-07）,2024-02-07,辰龍賜福 結締龍族羈絆,NPC：辰龍大使雷奇（魔法大學研究所 24.46）,任意等級的辰龍神使紅蓮,轉生辰願*1,Lv1紅蓮,任意等級的辰龍神使紅蓮 ＋ 轉生辰願×1 ＝ Lv1紅蓮,所需寵物：前置合成：Lv1紅蓮法師 ＋ 辰龍之力×5 ＝ / ├ Lv1紅蓮法師（概率95%） / └ Lv1辰龍神使紅蓮（概率5%）；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11634.html)
未載明（公告日 2024-02-07）,2024-02-07,辰龍賜福 結締龍族羈絆,NPC：裘瑟貝（法蘭城 195.67）,Lv1紅蓮,紅蓮設計圖ABCDE*1,Lv1紅蓮法師,Lv1紅蓮 ＋ 紅蓮設計圖ABCDE×1 ＝ Lv1紅蓮法師,所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11634.html)
2024-02-01～2024-02-29,2024-02-01,迎新回歸活動,純白豬王使者（里謝里雅堡47.75）,Lv1白豬寶寶,純白精華*100,Lv1白豬太郎,Lv1白豬寶寶 ＋ 純白精華×100 ＝ Lv1白豬太郎,所需寵物：公告未另載；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11604.html)
2024-02-01～2024-02-29,2024-02-01,迎新回歸活動,純白豬王使者（里謝里雅堡47.75）,Lv1白豬太郎,純白精華*100,Lv1純白豬王 概率5% Lv1白豬太郎 概率95%,Lv1白豬太郎 ＋ 純白精華×100 ＝ / ├ Lv1純白豬王（概率5%） / └ Lv1白豬太郎（概率95%）,所需寵物：前置合成：Lv1白豬寶寶 ＋ 純白精華×100 ＝ Lv1白豬太郎；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11604.html)
未載明（公告日 2024-02-01）,2024-02-01,新春遇神龍 龍寶大救援,小神龍長老（里謝里雅堡50.78）,Lv1龍寶,小神龍之力*388,水龍寶,Lv1龍寶 ＋ 小神龍之力×388 ＝ 水龍寶,所需寵物：公告未另載；所需道具：當期寶盒／活動抽取：小神龍之力*2（7%）、當期寶盒／活動抽取：小神龍之力*1（14%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11584.html)
未載明（公告日 2024-02-01）,2024-02-01,新春遇神龍 龍寶大救援,小神龍長老（里謝里雅堡50.78）,Lv1風龍寶,小神龍之力*2888,小神龍,Lv1風龍寶 ＋ 小神龍之力×2888 ＝ 小神龍,所需寵物：公告未另載；所需道具：當期寶盒／活動抽取：小神龍之力*2（7%）、當期寶盒／活動抽取：小神龍之力*1（14%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11584.html)
未載明（公告日 2024-02-01）,2024-02-01,新春遇神龍 龍寶大救援,小神龍長老（里謝里雅堡50.78）,Lv1炎龍寶,小神龍之力*1688,風龍寶,Lv1炎龍寶 ＋ 小神龍之力×1688 ＝ 風龍寶,所需寵物：公告未另載；所需道具：當期寶盒／活動抽取：小神龍之力*2（7%）、當期寶盒／活動抽取：小神龍之力*1（14%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11584.html)
未載明（公告日 2024-02-01）,2024-02-01,新春遇神龍 龍寶大救援,小神龍長老（里謝里雅堡50.78）,Lv1水龍寶,小神龍之力*888,炎龍寶,Lv1水龍寶 ＋ 小神龍之力×888 ＝ 炎龍寶,所需寵物：公告未另載；所需道具：當期寶盒／活動抽取：小神龍之力*2（7%）、當期寶盒／活動抽取：小神龍之力*1（14%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11584.html)
未載明（公告日 2024-02-01）,2024-02-01,新春遇神龍 龍寶大救援,小神龍長老（里謝里雅堡50.78）,Lv1小神龍,小神龍之力*3888 衝浪神木*1,衝浪小神龍 概率50% 衝浪小魔龍 概率50%,Lv1小神龍 ＋ 小神龍之力×3888 ＋ 衝浪神木×1 ＝ / ├ 衝浪小神龍（概率50%） / └ 衝浪小魔龍（概率50%）,所需寵物：公告未另載；所需道具：當期寶盒／活動抽取：小神龍之力*2（7%）、當期寶盒／活動抽取：小神龍之力*1（14%）、前置合成：Lv1風龍寶 ＋ 小神龍之力×2888 ＝ 小神龍,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11584.html)
