技能,適用,等級,魔力消耗,成功率倍率,作用範圍,效果,學習資訊
明鏡止水,寵物,4,105,,,回復約5%~40%的生命力，閃躲值為0。,等級需60以上。；費用 12000；寵物技能店的拉琴；索奇亞哈貝魯村(19，85)。
明鏡止水,寵物,5,135,,,回復約5%~50%的生命力，閃躲值為0。,等級需80以上。；費用 27000；龍的使者；樹海地圖中央(216，259)
隕石魔法,寵物,1,10,,,對敵單體作地屬性魔法攻擊。,無學習等級限制。；費用 500；寵物技能店的蒙普；法蘭城旅館(106，38)。
隕石魔法,寵物,2,20,,,對敵單體作地屬性魔法攻擊。,等級需10以上。；費用 2000；寵物技能店的雅貝芝；芙蕾雅亞留特村，雜貨店(37，44)。
隕石魔法,寵物,3,30,,,對敵單體作地屬性魔法攻擊。,等級需20以上。；費用 4500；寵物技能店的班；索奇亞加納村，PUB(51，34)。
隕石魔法,寵物,4,40,,,對敵單體作地屬性魔法攻擊。,等級需30以上。；費用 8000；寵物技能店的佛吉；莎蓮娜傑諾瓦鎮，PUB(48，53)。
隕石魔法,寵物,5,50,,,對敵單體作地屬性魔法攻擊。,等級需40以上。；費用 12500；寵物技能店的尤哈克；索奇亞哈貝魯村內(20，86)、坎那貝拉村(61，77)卡爾彭酒吧內(16，19)。
隕石魔法,寵物,6,60,,,對敵單體作地屬性魔法攻擊。,等級需50以上。；費用 18000；寵物技能店的尤哈克；索奇亞哈貝魯村內(20，86)。
隕石魔法,寵物,7,70,,,對敵單體作地屬性魔法攻擊。,等級需60以上。；費用 24500；寵物技能店的歐裡薩；芙蕾雅烏克蘭村，雜貨店(71，60)。
隕石魔法,寵物,8,80,,,對敵單體作地屬性魔法攻擊。,等級需70以上。；費用 32000；寵物技能店的歐裡薩；芙蕾雅烏克蘭村，雜貨店(71，60)。
隕石魔法,寵物,9,90,,,對敵單體作地屬性魔法攻擊。,等級需80以上。；費用 40500；?；未開放。
冰凍魔法,寵物,1,10,,,對敵單體作水屬性魔法攻擊。,無學習等級限制。；費用 500；寵物技能店的蒙普；法蘭城旅館(106，38)。
冰凍魔法,寵物,2,20,,,對敵單體作水屬性魔法攻擊。,等級需10以上。；費用 2000；寵物技能店的雅貝芝；芙蕾雅亞留特村，雜貨店(37，44)。
冰凍魔法,寵物,3,30,,,對敵單體作水屬性魔法攻擊。,等級需20以上。；費用 4500；寵物技能店的班；索奇亞加納村，PUB(51，34)。
冰凍魔法,寵物,4,40,,,對敵單體作水屬性魔法攻擊。,等級需30以上。；費用 8000；寵物技能店的佛吉；莎蓮娜傑諾瓦鎮，PUB(48，53)。
冰凍魔法,寵物,5,50,,,對敵單體作水屬性魔法攻擊。,等級需40以上。；費用 12500；寵物技能店的尤哈克；索奇亞哈貝魯村內(20，86)、坎那貝拉村(61，77)卡爾彭酒吧內(16，19)。
冰凍魔法,寵物,6,60,,,對敵單體作水屬性魔法攻擊。,等級需50以上。；費用 18000；寵物技能店的尤哈克；索奇亞哈貝魯村內(20，86)。
冰凍魔法,寵物,7,70,,,對敵單體作水屬性魔法攻擊。,等級需60以上。；費用 24500；寵物技能店的歐裡薩；芙蕾雅烏克蘭村，雜貨店(71，60)。
冰凍魔法,寵物,8,80,,,對敵單體作水屬性魔法攻擊。,等級需70以上。；費用 32000；寵物技能店的歐裡薩；芙蕾雅烏克蘭村，雜貨店(71，60)。
冰凍魔法,寵物,9,90,,,對敵單體作水屬性魔法攻擊。,等級需80以上。；費用 40500；?；未開放。
火焰魔法,寵物,1,10,,,對敵單體作火屬性魔法攻擊。,無學習等級限制。；費用 500；寵物技能店的蒙普；法蘭城旅館(106，38)。
火焰魔法,寵物,2,20,,,對敵單體作火屬性魔法攻擊。,等級需10以上。；費用 2000；寵物技能店的雅貝芝；芙蕾雅亞留特村，雜貨店(37，44)。
火焰魔法,寵物,3,30,,,對敵單體作火屬性魔法攻擊。,等級需20以上。；費用 4500；寵物技能店的班；索奇亞加納村，PUB(51，34)。
火焰魔法,寵物,4,40,,,對敵單體作火屬性魔法攻擊。,等級需30以上。；費用 8000；寵物技能店的佛吉；莎蓮娜傑諾瓦鎮，PUB(48，53)。
火焰魔法,寵物,5,50,,,對敵單體作火屬性魔法攻擊。,等級需40以上。；費用 12500；寵物技能店的尤哈克；索奇亞哈貝魯村內(20，86)、坎那貝拉村(61，77)卡爾彭酒吧內(16，19)。
火焰魔法,寵物,6,60,,,對敵單體作火屬性魔法攻擊。,等級需50以上。；費用 18000；寵物技能店的尤哈克；索奇亞哈貝魯村內(20，86)。
火焰魔法,寵物,7,70,,,對敵單體作火屬性魔法攻擊。,等級需60以上。；費用 24500；寵物技能店的歐裡薩；芙蕾雅烏克蘭村，雜貨店(71，60)。
火焰魔法,寵物,8,80,,,對敵單體作火屬性魔法攻擊。,等級需70以上。；費用 32000；寵物技能店的歐裡薩；芙蕾雅烏克蘭村，雜貨店(71，60)。
火焰魔法,寵物,9,90,,,對敵單體作火屬性魔法攻擊。,等級需80以上。；費用 40500；?；未開放。
風刃魔法,寵物,1,10,,,對敵單體作風屬性魔法攻擊。,無學習等級限制。；費用 500；寵物技能店的蒙普；法蘭城旅館(106，38)。
風刃魔法,寵物,2,20,,,對敵單體作風屬性魔法攻擊。,等級需10以上。；費用 2000；寵物技能店的雅貝芝；芙蕾雅亞留特村，雜貨店(37，44)。
風刃魔法,寵物,3,30,,,對敵單體作風屬性魔法攻擊。,等級需20以上。；費用 4500；寵物技能店的班；索奇亞加納村，PUB(51，34)。
風刃魔法,寵物,4,40,,,對敵單體作風屬性魔法攻擊。,等級需30以上。；費用 8000；寵物技能店的佛吉；莎蓮娜傑諾瓦鎮，PUB(48，53)。
風刃魔法,寵物,5,50,,,對敵單體作風屬性魔法攻擊。,等級需40以上。；費用 12500；寵物技能店的尤哈克；索奇亞哈貝魯村內(20，86)、坎那貝拉村(61，77)卡爾彭酒吧內(16，19)。
風刃魔法,寵物,6,60,,,對敵單體作風屬性魔法攻擊。,等級需50以上。；費用 18000；寵物技能店的尤哈克；索奇亞哈貝魯村內(20，86)。
風刃魔法,寵物,7,70,,,對敵單體作風屬性魔法攻擊。,等級需60以上。；費用 24500；寵物技能店的歐裡薩；芙蕾雅烏克蘭村，雜貨店(71，60)。
風刃魔法,寵物,8,80,,,對敵單體作風屬性魔法攻擊。,等級需70以上。；費用 32000；寵物技能店的歐裡薩；芙蕾雅烏克蘭村，雜貨店(71，60)。
風刃魔法,寵物,9,90,,,對敵單體作風屬性魔法攻擊。,等級需80以上。；費用 40500；?；未開放。
強力隕石魔法,寵物,1,20,,,對敵單體及其周圍作地屬性魔法攻擊。,無學習等級限制。；費用 1000；寵物技能店的蒙普；法蘭城旅館(106，38)。
強力隕石魔法,寵物,2,40,,,對敵單體及其周圍作地屬性魔法攻擊。,等級需10以上。；費用 4000；寵物技能店的雅貝芝；芙蕾雅亞留特村，雜貨店(37，44)。
強力隕石魔法,寵物,3,60,,,對敵單體及其周圍作地屬性魔法攻擊。,等級需20以上。；費用 9000；寵物技能店的班；索奇亞加納村，PUB(51，34)。
強力隕石魔法,寵物,4,80,,,對敵單體及其周圍作地屬性魔法攻擊。,等級需30以上。；費用 16000；寵物技能店的佛吉；莎蓮娜傑諾瓦鎮，PUB(48，53)。
強力隕石魔法,寵物,5,100,,,對敵單體及其周圍作地屬性魔法攻擊。,等級需40以上。；費用 25000；寵物技能店的尤哈克；索奇亞哈貝魯村內(20，86)、坎那貝拉村(61，77)卡爾彭酒吧內(16，19)。
強力隕石魔法,寵物,6,120,,,對敵單體及其周圍作地屬性魔法攻擊。,等級需50以上。；費用 36000；寵物技能店的尤哈克；索奇亞哈貝魯村內(20，86)。
強力隕石魔法,寵物,7,140,,,對敵單體及其周圍作地屬性魔法攻擊。,等級需60以上。；費用 49000；寵物技能店的歐裡薩；芙蕾雅烏克蘭村，雜貨店(71，60)。
強力隕石魔法,寵物,8,160,,,對敵單體及其周圍作地屬性魔法攻擊。,等級需70以上。；費用 64000；寵物技能店的歐裡薩；芙蕾雅烏克蘭村，雜貨店(71，60)。
強力隕石魔法,寵物,9,180,,,對敵單體及其周圍作地屬性魔法攻擊。,等級需80以上。；費用 81000；?；未開放。
強力冰凍魔法,寵物,1,20,,,對敵單體及其周圍作水屬性魔法攻擊。,無學習等級限制。；費用 1000；寵物技能店的蒙普；法蘭城旅館(106，38)。
強力冰凍魔法,寵物,2,40,,,對敵單體及其周圍作水屬性魔法攻擊。,等級需10以上。；費用 4000；寵物技能店的雅貝芝；芙蕾雅亞留特村，雜貨店(37，44)。
強力冰凍魔法,寵物,3,60,,,對敵單體及其周圍作水屬性魔法攻擊。,等級需20以上。；費用 9000；寵物技能店的班；索奇亞加納村，PUB(51，34)。
強力冰凍魔法,寵物,4,80,,,對敵單體及其周圍作水屬性魔法攻擊。,等級需30以上。；費用 16000；寵物技能店的佛吉；莎蓮娜傑諾瓦鎮，PUB(48，53)。
強力冰凍魔法,寵物,5,100,,,對敵單體及其周圍作水屬性魔法攻擊。,等級需40以上。；費用 25000；寵物技能店的尤哈克；索奇亞哈貝魯村內(20，86)、坎那貝拉村(61，77)卡爾彭酒吧內(16，19)。
強力冰凍魔法,寵物,6,120,,,對敵單體及其周圍作水屬性魔法攻擊。,等級需50以上。；費用 36000；寵物技能店的尤哈克；索奇亞哈貝魯村內(20，86)。
強力冰凍魔法,寵物,7,140,,,對敵單體及其周圍作水屬性魔法攻擊。,等級需60以上。；費用 49000；寵物技能店的歐裡薩；芙蕾雅烏克蘭村，雜貨店(71，60)。
強力冰凍魔法,寵物,8,160,,,對敵單體及其周圍作水屬性魔法攻擊。,等級需70以上。；費用 64000；寵物技能店的歐裡薩；芙蕾雅烏克蘭村，雜貨店(71，60)。
強力冰凍魔法,寵物,9,180,,,對敵單體及其周圍作水屬性魔法攻擊。,等級需80以上。；費用 81000；?；未開放。
強力火焰魔法,寵物,1,20,,,對敵單體及其周圍作火屬性魔法攻擊。,無學習等級限制。；費用 1000；寵物技能店的蒙普；法蘭城旅館(106，38)。
強力火焰魔法,寵物,2,40,,,對敵單體及其周圍作火屬性魔法攻擊。,等級需10以上。；費用 4000；寵物技能店的雅貝芝；芙蕾雅亞留特村，雜貨店(37，44)。
強力火焰魔法,寵物,3,60,,,對敵單體及其周圍作火屬性魔法攻擊。,等級需20以上。；費用 9000；寵物技能店的班；索奇亞加納村，PUB(51，34)。
強力火焰魔法,寵物,4,80,,,對敵單體及其周圍作火屬性魔法攻擊。,等級需30以上。；費用 16000；寵物技能店的佛吉；莎蓮娜傑諾瓦鎮，PUB(48，53)。
強力火焰魔法,寵物,5,100,,,對敵單體及其周圍作火屬性魔法攻擊。,等級需40以上。；費用 25000；寵物技能店的尤哈克；索奇亞哈貝魯村內(20，86)、坎那貝拉村(61，77)卡爾彭酒吧內(16，19)。
強力火焰魔法,寵物,6,120,,,對敵單體及其周圍作火屬性魔法攻擊。,等級需50以上。；費用 36000；寵物技能店的尤哈克；索奇亞哈貝魯村內(20，86)。
強力火焰魔法,寵物,7,140,,,對敵單體及其周圍作火屬性魔法攻擊。,等級需60以上。；費用 49000；寵物技能店的歐裡薩；芙蕾雅烏克蘭村，雜貨店(71，60)。
強力火焰魔法,寵物,8,160,,,對敵單體及其周圍作火屬性魔法攻擊。,等級需70以上。；費用 64000；寵物技能店的歐裡薩；芙蕾雅烏克蘭村，雜貨店(71，60)。
強力火焰魔法,寵物,9,180,,,對敵單體及其周圍作火屬性魔法攻擊。,等級需80以上。；費用 81000；?；未開放。
強力風刃魔法,寵物,1,20,,,對敵單體及其周圍作風屬性魔法攻擊。,無學習等級限制。；費用 1000；寵物技能店的蒙普；法蘭城旅館(106，38)。
強力風刃魔法,寵物,2,40,,,對敵單體及其周圍作風屬性魔法攻擊。,等級需10以上。；費用 4000；寵物技能店的雅貝芝；芙蕾雅亞留特村，雜貨店(37，44)。
強力風刃魔法,寵物,3,60,,,對敵單體及其周圍作風屬性魔法攻擊。,等級需20以上。；費用 9000；寵物技能店的班；索奇亞加納村，PUB(51，34)。
強力風刃魔法,寵物,4,80,,,對敵單體及其周圍作風屬性魔法攻擊。,等級需30以上。；費用 16000；寵物技能店的佛吉；莎蓮娜傑諾瓦鎮，PUB(48，53)。
強力風刃魔法,寵物,5,100,,,對敵單體及其周圍作風屬性魔法攻擊。,等級需40以上。；費用 25000；寵物技能店的尤哈克；索奇亞哈貝魯村內(20，86)、坎那貝拉村(61，77)卡爾彭酒吧內(16，19)。
強力風刃魔法,寵物,6,120,,,對敵單體及其周圍作風屬性魔法攻擊。,等級需50以上。；費用 36000；寵物技能店的尤哈克；索奇亞哈貝魯村內(20，86)。
強力風刃魔法,寵物,7,140,,,對敵單體及其周圍作風屬性魔法攻擊。,等級需60以上。；費用 49000；寵物技能店的歐裡薩；芙蕾雅烏克蘭村，雜貨店(71，60)。
強力風刃魔法,寵物,8,160,,,對敵單體及其周圍作風屬性魔法攻擊。,等級需70以上。；費用 64000；寵物技能店的歐裡薩；芙蕾雅烏克蘭村，雜貨店(71，60)。
強力風刃魔法,寵物,9,180,,,對敵單體及其周圍作風屬性魔法攻擊。,等級需80以上。；費用 81000；?；未開放。
毒性攻擊,寵物,1,5,,,以30%的機率讓敵單體中毒2次行動。,無學習等級限制。；費用 150；寵物技能店的恰姆；芙蕾雅聖拉魯卡村，賽謝利亞酒吧(39，70)。
毒性攻擊,寵物,2,30,,,以40%的機率讓敵單體中毒2次行動。,等級需20以上。；費用 1350；寵物技能店托彼特；索奇亞飼養師寄宿所(148，199)。
毒性攻擊,寵物,3,50,,,以50%的機率讓敵單體中毒2次行動。,等級需40以上。；費用 3750；寵物技能店的恰姆；莎蓮娜阿巴尼斯村，酒吧(67，64)。
毒性攻擊,寵物,4,70,,,以60%的機率讓敵單體中毒2次行動。,等級需60以上。；費用 7350；寵物技能店史克拉；芙蕾雅烏克蘭村，雜貨店(71，60)。
毒性攻擊,寵物,5,90,,,以70%的機率讓敵單體中毒2次行動。,等級需80以上。；費用 12150；龍的使者；樹海，地圖西南(98，392)。
昏睡攻擊,寵物,1,5,,,以30%的機率讓敵單體昏睡2次行動。,無學習等級限制。；費用 150；寵物技能店的恰姆；芙蕾雅聖拉魯卡村，賽謝利亞酒吧(39，70)。
昏睡攻擊,寵物,2,30,,,以40%的機率讓敵單體昏睡2次行動。,等級需20以上。；費用 1350；寵物技能店托彼特；索奇亞飼養師寄宿所(148，199)。
昏睡攻擊,寵物,3,50,,,以50%的機率讓敵單體昏睡2次行動。,等級需40以上。；費用 3750；寵物技能店的恰姆；莎蓮娜阿巴尼斯村，酒吧(67，64)。
昏睡攻擊,寵物,4,70,,,以60%的機率讓敵單體昏睡2次行動。,等級需60以上。；費用 7350；寵物技能店史克拉；芙蕾雅烏克蘭村，雜貨店(71，60)。
昏睡攻擊,寵物,5,90,,,以70%的機率讓敵單體昏睡2次行動。,等級需80以上。；費用 12150；龍的使者；樹海，地圖西南(98，392)。
石化攻擊,寵物,1,5,,,以30%的機率讓敵單體石化2次行動。,無學習等級限制。；費用 150；寵物技能店的恰姆；芙蕾雅聖拉魯卡村，賽謝利亞酒吧(39，70)。
石化攻擊,寵物,2,30,,,以40%的機率讓敵單體石化2次行動。,等級需20以上。；費用 1350；寵物技能店托彼特；索奇亞飼養師寄宿所(148，199)。
石化攻擊,寵物,3,50,,,以50%的機率讓敵單體石化2次行動。,等級需40以上。；費用 3750；寵物技能店的恰姆；莎蓮娜阿巴尼斯村，酒吧(67，64)。
石化攻擊,寵物,4,70,,,以60%的機率讓敵單體石化2次行動。,等級需60以上。；費用 7350；寵物技能店史克拉；芙蕾雅烏克蘭村，雜貨店(71，60)。
石化攻擊,寵物,5,90,,,以70%的機率讓敵單體石化2次行動。,等級需80以上。；費用 12150；龍的使者；樹海，地圖西南(98，392)。
酒醉攻擊,寵物,1,5,,,以30%的機率讓敵單體酒醉2次行動。,無學習等級限制。；費用 150；寵物技能店的恰姆；芙蕾雅聖拉魯卡村，賽謝利亞酒吧(39，70)。
酒醉攻擊,寵物,2,30,,,以40%的機率讓敵單體酒醉2次行動。,等級需20以上。；費用 1350；寵物技能店托彼特；索奇亞飼養師寄宿所(148，199)。
酒醉攻擊,寵物,3,50,,,以50%的機率讓敵單體酒醉2次行動。,等級需40以上。；費用 3750；寵物技能店的恰姆；莎蓮娜阿巴尼斯村，酒吧(67，64)。
酒醉攻擊,寵物,4,70,,,以60%的機率讓敵單體酒醉2次行動。,等級需60以上。；費用 7350；寵物技能店史克拉；芙蕾雅烏克蘭村，雜貨店(71，60)。
酒醉攻擊,寵物,5,90,,,以70%的機率讓敵單體酒醉2次行動。,等級需80以上。；費用 12150；龍的使者；樹海，地圖西南(98，392)。
混亂攻擊,寵物,1,5,,,以30%的機率讓敵單體混亂2次行動。,無學習等級限制。；費用 150；寵物技能店的恰姆；芙蕾雅聖拉魯卡村，賽謝利亞酒吧(39，70)。
混亂攻擊,寵物,2,30,,,以40%的機率讓敵單體混亂2次行動。,等級需20以上。；費用 1350；寵物技能店托彼特；索奇亞飼養師寄宿所(148，199)。
混亂攻擊,寵物,3,50,,,以50%的機率讓敵單體混亂2次行動。,等級需40以上。；費用 3750；寵物技能店的恰姆；莎蓮娜阿巴尼斯村，酒吧(67，64)。
混亂攻擊,寵物,4,70,,,以60%的機率讓敵單體混亂2次行動。,等級需60以上。；費用 7350；寵物技能店史克拉；芙蕾雅烏克蘭村，雜貨店(71，60)。
混亂攻擊,寵物,5,90,,,以70%的機率讓敵單體混亂2次行動。,等級需80以上。；費用 12150；龍的使者；樹海，地圖西南(98，392)。
遺忘攻擊,寵物,1,5,,,以30%的機率讓敵單體遺忘2次行動。,無學習等級限制。；費用 150；寵物技能店的恰姆；芙蕾雅聖拉魯卡村，賽謝利亞酒吧(39，70)。
遺忘攻擊,寵物,2,30,,,以40%的機率讓敵單體遺忘2次行動。,等級需20以上。；費用 1350；寵物技能店托彼特；索奇亞飼養師寄宿所(148，199)。
遺忘攻擊,寵物,3,50,,,以50%的機率讓敵單體遺忘2次行動。,等級需40以上。；費用 3750；寵物技能店的恰姆；莎蓮娜阿巴尼斯村，酒吧(67，64)。
遺忘攻擊,寵物,4,70,,,以60%的機率讓敵單體遺忘2次行動。,等級需60以上。；費用 7350；寵物技能店史克拉；芙蕾雅烏克蘭村，雜貨店(71，60)。
遺忘攻擊,寵物,5,90,,,以70%的機率讓敵單體遺忘2次行動。,等級需80以上。；費用 12150；龍的使者；樹海，地圖西南(98，392)。
吸血攻擊,寵物,1,20,,,將給予對象損傷的一半，轉換為自己的生命值，最大轉換值40。,無學習等級限制。；費用 250；寵物技能店的恰姆；芙蕾雅聖拉魯卡村，賽謝利亞酒吧(39，70)。
吸血攻擊,寵物,2,50,,,將給予對象損傷的一半，轉換為自己的生命值，最大轉換值100。,等級需20以上。；費用 2250；寵物技能店托彼特；索奇亞飼養師寄宿所(148，199)。
吸血攻擊,寵物,3,80,,,將給予對象損傷的一半，轉換為自己的生命值，最大轉換值160。,等級需40以上。；費用 6250；寵物技能店的恰姆；莎蓮娜阿巴尼斯村，酒吧(67，64)。
吸血攻擊,寵物,4,120,,,將給予對象損傷的一半，轉換為自己的生命值，最大轉換值220。,等級需60以上。；費用 12250；寵物技能店史克拉；芙蕾雅烏克蘭村，雜貨店(71，60)。
吸血攻擊,寵物,5,150,,,將給予對象損傷的一半，轉換為自己的生命值，最大轉換值300。,等級需80以上。；費用 20250；龍的使者；樹海，地圖西南(98，392)。
抗毒性,寵物,1,0,,,降低中毒的機率。,無學習等級限制。；費用 100；寵物技能店的恰姆；芙蕾雅聖拉魯卡村，賽謝利亞酒吧(39，70)。
抗毒性,寵物,2,0,,,降低中毒的機率。,等級需20以上。；費用 900；寵物技能店托彼特；索奇亞飼養師寄宿所(148，199)。
抗毒性,寵物,3,0,,,降低中毒的機率。,等級需40以上。；費用 2500；寵物技能店的恰姆；莎蓮娜阿巴尼斯村，酒吧(67，64)。
抗毒性,寵物,4,0,,,降低中毒的機率。,等級需60以上。；費用 4900；寵物技能店史克拉；芙蕾雅烏克蘭村，雜貨店(71，60)。
抗毒性,寵物,5,0,,,,等級需80以上。；費用 8100；龍的使者；樹海，地圖西南(98，392)。
抗昏睡,寵物,1,0,,,降低昏睡的機率。,無學習等級限制。；費用 100；寵物技能店的恰姆；芙蕾雅聖拉魯卡村，賽謝利亞酒吧(39，70)。
抗昏睡,寵物,2,0,,,降低昏睡的機率。,等級需20以上。；費用 900；寵物技能店托彼特；索奇亞飼養師寄宿所(148，199)。
抗昏睡,寵物,3,0,,,降低昏睡的機率。,等級需40以上。；費用 2500；寵物技能店的恰姆；莎蓮娜阿巴尼斯村，酒吧(67，64)。
抗昏睡,寵物,4,0,,,降低昏睡的機率。,等級需60以上。；費用 4900；寵物技能店史克拉；芙蕾雅烏克蘭村，雜貨店(71，60)。
抗昏睡,寵物,5,0,,,降低昏睡的機率。,等級需80以上。；費用 8100；龍的使者；樹海，地圖西南(98，392)。
抗石化,寵物,1,0,,,降低石化的機率。,無學習等級限制。；費用 100；寵物技能店的恰姆；芙蕾雅聖拉魯卡村，賽謝利亞酒吧(39，70)。
抗石化,寵物,2,0,,,降低石化的機率。,等級需20以上。；費用 900；寵物技能店托彼特；索奇亞飼養師寄宿所(148，199)。
抗石化,寵物,3,0,,,降低石化的機率。,等級需40以上。；費用 2500；寵物技能店的恰姆；莎蓮娜阿巴尼斯村，酒吧(67，64)。
抗石化,寵物,4,0,,,降低石化的機率。,等級需60以上。；費用 4900；寵物技能店史克拉；芙蕾雅烏克蘭村，雜貨店(71，60)。
抗石化,寵物,5,0,,,降低石化的機率。,等級需80以上。；費用 8100；龍的使者；樹海，地圖西南(98，392)。
抗酒醉,寵物,1,0,,,降低酒醉的機率。,無學習等級限制。；費用 100；寵物技能店的恰姆；芙蕾雅聖拉魯卡村，賽謝利亞酒吧(39，70)。
抗酒醉,寵物,2,0,,,降低酒醉的機率。,等級需20以上。；費用 900；寵物技能店托彼特；索奇亞飼養師寄宿所(148，199)。
抗酒醉,寵物,3,0,,,降低酒醉的機率。,等級需40以上。；費用 2500；寵物技能店的恰姆；莎蓮娜阿巴尼斯村，酒吧(67，64)。
抗酒醉,寵物,4,0,,,降低酒醉的機率。,等級需60以上。；費用 4900；寵物技能店史克拉；芙蕾雅烏克蘭村，雜貨店(71，60)。
抗酒醉,寵物,5,0,,,降低酒醉的機率。,等級需80以上。；費用 8100；龍的使者；樹海，地圖西南(98，392)。
抗混亂,寵物,1,0,,,降低混亂的機率。,無學習等級限制。；費用 100；寵物技能店的恰姆；芙蕾雅聖拉魯卡村，賽謝利亞酒吧(39，70)。
抗混亂,寵物,2,0,,,降低混亂的機率。,等級需20以上。；費用 900；寵物技能店托彼特；索奇亞飼養師寄宿所(148，199)。
抗混亂,寵物,3,0,,,降低混亂的機率。,等級需40以上。；費用 2500；寵物技能店的恰姆；莎蓮娜阿巴尼斯村，酒吧(67，64)。
抗混亂,寵物,4,0,,,降低混亂的機率。,等級需60以上。；費用 4900；寵物技能店史克拉；芙蕾雅烏克蘭村，雜貨店(71，60)。
抗混亂,寵物,5,0,,,降低混亂的機率。,等級需80以上。；費用 8100；龍的使者；樹海，地圖西南(98，392)。
抗遺忘,寵物,1,0,,,降低遺忘的機率。,無學習等級限制。；費用 100；寵物技能店的恰姆；芙蕾雅聖拉魯卡村，賽謝利亞酒吧(39，70)。
抗遺忘,寵物,2,0,,,降低遺忘的機率。,等級需20以上。；費用 900；寵物技能店托彼特；索奇亞飼養師寄宿所(148，199)。
抗遺忘,寵物,3,0,,,降低遺忘的機率。,等級需40以上。；費用 2500；寵物技能店的恰姆；莎蓮娜阿巴尼斯村，酒吧(67，64)。
抗遺忘,寵物,4,0,,,降低遺忘的機率。,等級需60以上。；費用 4900；寵物技能店史克拉；芙蕾雅烏克蘭村，雜貨店(71，60)。
抗遺忘,寵物,5,0,,,降低遺忘的機率。,等級需80以上。；費用 8100；龍的使者；樹海，地圖西南(98，392)。
