名稱,種族,體力,力量,防禦,速度,魔法,技格,總檔,屬性,技能,image,任務用途,新聞來源
櫻花冰冷樹精長老,植物系,24,6,16,33,46,,125,水6火4,攻擊、防禦,,,mlbb_news_16724.txt
機甲D4型,金屬系,35,43,19,20,8,,125,水10,攻擊、防禦,,,mlbb_news_16724.txt
梅莉珊卓,人形系,32,47,10,27,9,,125,風10,攻擊、防禦,,,mlbb_news_16764.txt
虛空魔龍,不死系,37,50,7,24,7,,125,水5火5,攻擊、防禦,,,mlbb_news_16764.txt
櫻,金屬系,40,40,10,25,10,,125,火10,攻擊、防禦,,,mlbb_news_16794.txt
天叢雲櫻,金屬系,47,45,4,25,4,,125,火10,攻擊、防禦,,,mlbb_news_16794.txt
花季倉鼠,野獸系,26,10,13,33,41,,123,火2風8,攻擊、防禦,,,mlbb_news_16794.txt
嗜血骷髏,不死系,35,8,16,18,48,,125,火8風2,攻擊、防禦,,,mlbb_news_16794.txt
阿德基姆,人形系,39,41,15,24,6,,125,火10,攻擊、防禦,,,mlbb_news_16794.txt
貝貝菈,人形系,24,14,16,29,40,,123,水7火3,攻擊、防禦,,,mlbb_news_16794.txt
黑樺斑蝶,昆蟲系,21,10,17,33,44,,125,火4風6,攻擊、防禦,,,mlbb_news_16794.txt
米拉魚人,飛行系,28,50,10,27,10,,125,水1火9,攻擊、防禦,,,mlbb_news_16844.txt
羞羞倉鼠,野獸系,27,10,13,30,43,,123,水2火8,攻擊、防禦,,,mlbb_news_16844.txt
海藍蝙蝠,飛行系,27,44,17,29,8,,125,地1水9,攻擊、防禦,,,mlbb_news_16844.txt
雷霆神獸,野獸系,15,44,12,48,6,,125,風10,攻擊、防禦,,,mlbb_news_16844.txt
初心花妖,植物系,27,11,15,28,39,,120,火3風7,攻擊、防禦,,,mlbb_news_16894.txt
永恆花仙,植物系,29,9,16,27,44,,125,風10,攻擊、防禦,,,mlbb_news_16894.txt
寶貝蛋糕,特殊系,27,9,16,27,46,,125,水10,攻擊、防禦,,,mlbb_news_16894.txt
斑斑貘,飛行系,26,10,13,31,43,,123,水10,攻擊、防禦,,,mlbb_news_16894.txt
神樂,金屬系,25,40,10,40,10,,125,水10,攻擊、防禦,,,mlbb_news_16894.txt
天叢雲神樂,金屬系,27,40,4,50,4,,125,水5風5,攻擊、防禦,,,mlbb_news_16894.txt
魔力蛋糕,特殊系,27,9,16,27,46,,125,火10,攻擊、防禦,,,mlbb_news_16894.txt
聖劍,金屬系,37,6,13,20,49,,125,地5水5,攻擊、防禦,,,mlbb_news_16894.txt
冰精靈,特殊系,43,45,12,19,6,,125,水10,攻擊、防禦,,,mlbb_news_16894.txt
海洋元素使,特殊系,50,50,4,17,4,,125,水10,攻擊、防禦,,,mlbb_news_16894.txt
裁岩劍,金屬系,29,40,30,14,10,,123,地9水1,攻擊、防禦,,,mlbb_news_16894.txt
霧雨劍,金屬系,29,40,14,30,10,,123,水9火1,攻擊、防禦,,,mlbb_news_16894.txt
赤炎劍,金屬系,29,30,10,14,40,,123,火9風1,攻擊、防禦,,,mlbb_news_16894.txt
疾風劍,金屬系,29,10,14,30,40,,123,風9地1,攻擊、防禦,,,mlbb_news_16894.txt
金牛座,野獸系,36,38,29,11,11,,125,風8地2,攻擊、防禦,,,mlbb_news_16924.txt
凜冬巨龍,龍系,25,39,15,22,19,,120,水10,攻擊、防禦,,,mlbb_news_16934.txt
凜冬龍王,龍系,50,41,7,20,7,,125,水10,攻擊、防禦,,,mlbb_news_16934.txt
黑潮水母,飛行系,39,40,9,30,7,,125,水10,攻擊、防禦,,,mlbb_news_16954.txt
蕾米兒,人形系,50,33,6,30,6,,125,風10,攻擊、防禦,,,mlbb_news_16954.txt
小丑豬寶,野獸系,35,50,6,28,6,,125,火10,攻擊、防禦,,,mlbb_news_16954.txt
魔術豬寶,野獸系,21,6,6,50,42,,125,火5風5,攻擊、防禦,,,mlbb_news_16954.txt
強擊漂浮炸彈,特殊系,40,40,10,25,10,,125,風8地2,攻擊、防禦,,,mlbb_news_16984.txt
伏葉妖精,人形系,28,39,16,25,12,,120,地7水3,攻擊、防禦,,,mlbb_news_16984.txt
影,金屬系,34,45,20,20,6,,125,地10,攻擊、防禦,,,mlbb_news_17034.txt
御魂雷影,金屬系,50,50,4,17,4,,125,地10,攻擊、防禦,,,mlbb_news_17034.txt
鬼泣雷影,金屬系,50,4,4,17,50,,125,地10,攻擊、防禦,,,mlbb_news_17034.txt
五週年黃蜂,昆蟲系,15,40,10,50,10,,125,火10,攻擊、防禦,,,mlbb_news_17034.txt
果栗鼠,野獸系,21,11,13,39,39,,123,風9地1,攻擊、防禦,,,mlbb_news_17034.txt
白銀巨像,金屬系,38,39,26,12,10,,125,火10,攻擊、防禦,,,mlbb_news_17034.txt
摯愛喵比特,飛行系,24,40,18,33,10,,125,火10,攻擊、防禦,,,mlbb_news_17054.txt
愛神丘比特,飛行系,16,12,15,40,42,,125,風10,攻擊、防禦,,,mlbb_news_17054.txt
地獄蝙蝠,飛行系,34,44,15,26,6,,125,火10,攻擊、防禦,,,mlbb_news_17074.txt
火之使徒,特殊系,50,50,4,17,4,,125,火10,攻擊、防禦,,,mlbb_news_17074.txt
使徒小鬧鐘,金屬系,35,38,21,21,10,,125,火8風2,攻擊、防禦,,,mlbb_news_17074.txt
炎精靈,特殊系,19,45,12,43,6,,125,火10,攻擊、防禦,,,mlbb_news_17074.txt
烈焰元素使,特殊系,17,50,4,50,4,,125,火10,攻擊、防禦,,,mlbb_news_17074.txt
地獄蝙蝠,飛行系,34,44,15,26,6,,125,火10,攻擊、防禦,,,mlbb_news_17074.txt
札拉庫,特殊系,36,42,21,16,10,,125,火1風9,攻擊、防禦,,,mlbb_news_17074.txt
牛仔靴怪,特殊系,27,14,14,26,42,,123,火7風3,攻擊、防禦,,,mlbb_news_17074.txt
卡蘿,人形系,28,47,14,30,6,,125,水10,攻擊、防禦,,,mlbb_news_17074.txt
天界蝙蝠,飛行系,28,6,14,30,47,,125,風8地2,攻擊、防禦,,,mlbb_news_17074.txt
碧藍妖精,飛行系,23,45,20,27,8,,123,地2水8,攻擊、防禦,,,mlbb_news_17074.txt
哈士奇,野獸系,33,12,12,25,43,,125,地2水8,攻擊、防禦,,,mlbb_news_17074.txt
比格犬,野獸系,25,12,12,33,43,,125,風2地8,攻擊、防禦,,,mlbb_news_17074.txt
神樂,金屬系,25,40,10,40,10,,125,水10,攻擊、防禦,,,mlbb_news_17094.txt
御法神神樂,金屬系,50,4,4,17,50,,125,水10,攻擊、防禦,,,mlbb_news_17094.txt
青翼獵隼,飛行系,29,37,15,34,10,,125,風2地8,攻擊、防禦,,,mlbb_news_17094.txt
赤天飛龍,飛行系,35,44,13,27,6,,125,火10,攻擊、防禦,,,mlbb_news_17094.txt
赤天幼龍,飛行系,32,35,16,29,13,,125,火10,攻擊、防禦,,,mlbb_news_17094.txt
金翼幼龍,飛行系,32,13,16,25,39,,125,風10,攻擊、防禦,,,mlbb_news_17094.txt
深海飛龍,飛行系,16,42,15,46,6,,125,水10,攻擊、防禦,,,mlbb_news_17094.txt
深海幼龍,飛行系,21,35,19,40,10,,125,水10,攻擊、防禦,,,mlbb_news_17094.txt
強擊漂浮炸彈,特殊系,40,40,10,25,10,,125,風8地2,攻擊、防禦,,,mlbb_news_17114.txt
伏葉妖精,人形系,28,39,16,25,12,,120,地7水3,攻擊、防禦,,,mlbb_news_17114.txt
百合騎士,人形系,29,45,10,31,10,,125,風9地1,攻擊、防禦,,,mlbb_news_17294.txt
白銀格鬥士,人形系,45,37,10,23,10,,125,水1火9,攻擊、防禦,,,mlbb_news_17294.txt
百合聖騎士,人形系,31,49,6,31,8,,125,風10,攻擊、防禦,,,mlbb_news_17294.txt
白銀聖鬥士,人形系,45,43,6,23,8,,125,火10,攻擊、防禦,,,mlbb_news_17294.txt
紅翼巨魟,飛行系,34,6,20,20,45,,125,火10,攻擊、防禦,,,mlbb_news_17344.txt
拉扎紅魟,飛行系,33,39,20,24,9,,125,火7風3,攻擊、防禦,,,mlbb_news_17344.txt
紫海龍舟,植物系,38,6,12,23,46,,125,火1風9,攻擊、防禦,,,mlbb_news_17344.txt
紅甲蠍,昆蟲系,34,43,22,20,6,,125,火9風1,攻擊、防禦,,,mlbb_news_17344.txt
碧水龍舟,植物系,33,8,15,24,45,,125,水10,攻擊、防禦,,,mlbb_news_17344.txt
喜焰龍舟,植物系,19,40,12,48,6,,125,火8風2,攻擊、防禦,,,mlbb_news_17344.txt
瑞竹龍舟,植物系,37,6,12,20,50,,125,地8水2,攻擊、防禦,,,mlbb_news_17344.txt
紅糖粽子,植物系,35,40,21,11,16,,123,火5風5,攻擊、防禦,,,mlbb_news_17344.txt
綠豆粽子,植物系,35,16,21,11,40,,123,地5水5,攻擊、防禦,,,mlbb_news_17344.txt
糯米粽子,植物系,23,11,16,35,40,,125,風5地5,攻擊、防禦,,,mlbb_news_17344.txt
緣小鴨,飛行系,35,42,23,19,6,,125,地10,攻擊、防禦,,,mlbb_news_17344.txt
反轉袋龍,龍系,27,8,14,30,46,,125,風5地5,攻擊、防禦,,,mlbb_news_17344.txt
粉紅炸彈,特殊系,18,11,16,30,48,,123,水5火5,攻擊、防禦,,,mlbb_news_17344.txt
狐丸,人形系,46,41,9,20,9,,125,火8風2,攻擊、防禦,,,mlbb_news_17354.txt
狂狐魔衛,金屬系,37,39,25,12,12,,125,風2地8,攻擊、防禦,,,mlbb_news_17354.txt
檸黃飛魟,飛行系,46,46,10,17,6,,125,風10,攻擊、防禦,,,mlbb_news_17444.txt
天青等煙魚,金屬系,39,44,22,10,10,,125,風1地9,攻擊、防禦,,,mlbb_news_17444.txt
夕陽海葵,植物系,29,10,17,22,45,,123,火8風2,攻擊、防禦,,,mlbb_news_17444.txt
墮落天使,飛行系,35,39,19,24,8,,125,水10,攻擊、防禦,,,mlbb_news_17444.txt
珊瑚海葵,植物系,28,33,21,27,14,,123,火6風4,攻擊、防禦,,,mlbb_news_17444.txt
深海巨鯊,飛行系,31,50,11,27,6,,125,水10,攻擊、防禦,,,mlbb_news_17444.txt
深海狼蛛,昆蟲系,34,6,18,17,50,,125,水10,攻擊、防禦,,,mlbb_news_17444.txt
黃銅豚魚,金屬系,33,34,31,17,10,,125,火1風9,攻擊、防禦,,,mlbb_news_17444.txt
湛藍飛魟,飛行系,40,40,12,19,12,,123,水7火3,攻擊、防禦,,,mlbb_news_17454.txt
潮汐魟王,飛行系,47,47,8,15,8,,125,水10,攻擊、防禦,,,mlbb_news_17454.txt
黑潮龍蝦,昆蟲系,50,36,9,21,9,,125,火10,攻擊、防禦,,,mlbb_news_17504.txt
太晶龍蝦霸王,昆蟲系,35,50,14,20,6,,125,火9風1,攻擊、防禦,,,mlbb_news_17504.txt
太晶沼澤龍蝦,昆蟲系,29,47,26,14,7,,123,地8水2,攻擊、防禦,,,mlbb_news_17504.txt
青銅魚怪,金屬系,38,39,23,10,13,,123,風1地9,攻擊、防禦,,,mlbb_news_17504.txt
深海鳥魔,飛行系,30,7,13,27,48,,125,水10,攻擊、防禦,,,mlbb_news_17504.txt
乘浪企鵝,飛行系,32,37,19,25,10,,123,地3水7,攻擊、防禦,,,mlbb_news_17504.txt
奧菲兒,人形系,43,6,6,20,50,,125,地10,攻擊、防禦,,,mlbb_news_17534.txt
奔雷獸,野獸系,35,46,10,27,7,,125,風10,攻擊、防禦,,,mlbb_news_17534.txt
水雷猴,野獸系,26,19,21,18,39,,123,地1水9,攻擊、防禦,,,mlbb_news_17534.txt
小白鴨,飛行系,40,45,10,20,10,,125,水10,攻擊、防禦,,,mlbb_news_17534.txt
寶寶炸彈,特殊系,18,40,10,48,9,,125,水10,攻擊、防禦,,,mlbb_news_17534.txt
衝浪小黃鴨,飛行系,28,46,23,20,8,,125,風10,攻擊、防禦,,,mlbb_news_17534.txt
深海鳥魔,飛行系,30,7,13,27,48,,125,水10,攻擊、防禦,,,mlbb_news_17534.txt
櫻花冰冷樹精,植物系,21,8,23,29,44,,125,水7火3,攻擊、防禦,,,mlbb_news_17534.txt
櫻花螳螂,昆蟲系,18,45,22,27,11,,123,地5風5,,,,mlbb_news_5313.txt
純白液態史萊姆,特殊系,50,32,15,17,10,,124,地1水9,,,,mlbb_news_5313.txt
黃金鼠王,野獸系,18,8,20,34,45,,125,火5風5,,,,mlbb_news_5353.txt
暗黑水龍蜥,龍系,38,38,35,9,5,,125,水8火2,,,,mlbb_news_5353.txt
幻影,,,,,,,,,,,,,mlbb_news_5763.txt
深邃幻影,,,,,,,,,,,,,mlbb_news_5763.txt
