名稱,種族,體力,力量,防禦,速度,魔法,技格,總檔,屬性,技能,公告日,公告連結,image,任務用途
藍拉,飛行系,33,6,22,21,43,9,125,地1水9,混亂衝擊波Lv10、恢復魔法LV3,2024-06-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13264.html),/img/專屬寵物/藍拉.gif,
風暴天使,飛行系,38,6,8,29,44,9,125,風10,強力補血魔法Lv6、雲群的祈禱LV10,2024-05-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13104.html),/img/專屬寵物/風暴天使.gif,
坤斧妖精,飛行系,29,45,20,21,8,9,123,地2水8,裂空斬Lv4,2024-05-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13104.html),/img/專屬寵物/坤斧妖精.gif,
深海幼龍,飛行系,21,35,19,40,10,9,125,水10,裂空斬Lv4,2024-05-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13104.html),/img/專屬寵物/深海幼龍.gif,
深海飛龍,飛行系,16,42,15,46,6,9,125,水10,裂空斬Lv10、突襲之舞Lv10,2024-05-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13104.html),/img/專屬寵物/深海飛龍.gif,
守護天使,飛行系,22,40,16,39,8,9,125,水10,氣功彈I、諸刃Lv11,2024-05-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13104.html),/img/專屬寵物/守護天使.gif,
改造迷你石像怪,飛行系,30,10,13,28,44,8,125,火3風7,混亂衝擊波Lv10,2024-05-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13104.html),/img/專屬寵物/改造迷你石像怪.gif,
金翼飛龍,飛行系,35,6,13,27,44,9,125,風10,超強昏睡魔法Lv5、超強中毒魔法Lv5,2024-05-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12934.html),/img/專屬寵物/金翼飛龍.gif,
金翼幼龍,飛行系,32,13,16,25,39,9,125,風10,混亂衝擊波Lv10,2024-05-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12934.html),/img/專屬寵物/金翼幼龍.gif,
青梟,飛行系,16,15,17,33,39,8,120,水7火3,,2024-05-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12934.html),/img/專屬寵物/青梟.gif,
赤天幼龍,飛行系,32,35,16,29,13,9,125,火10,裂空斬Lv4,2024-05-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12864.html),/img/專屬寵物/赤天幼龍.gif,
赤天飛龍,飛行系,35,44,13,27,6,9,125,火10,乾坤一擲Lv11、裂空斬Lv10,2024-05-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12864.html),/img/專屬寵物/赤天飛龍.gif,
碧空飛龍,飛行系,43,39,20,17,6,9,125,地10,石化攻擊Lv11、連擊Lv10,2024-05-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12864.html),/img/專屬寵物/碧空飛龍.gif,
碧空幼龍,飛行系,35,35,16,21,13,8,120,地10,,2024-05-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12864.html),/img/專屬寵物/碧空幼龍.gif,
純白幼龍,飛行系,25,8,20,28,44,8,125,水10,混亂衝擊波Lv10、強力恢復魔法LV5,2024-05-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12864.html),/img/專屬寵物/純白幼龍.gif,
純白雛龍,飛行系,20,20,20,20,20,7,100,水10,,2024-05-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12864.html),/img/專屬寵物/純白雛龍.gif,
浴火聖鳥,飛行系,28,6,16,25,50,9,125,水1火9,超強混亂魔法Lv5、氣絕回復Lv1,2024-04-18,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12564.html),/img/專屬寵物/浴火聖鳥.gif,
碧空海豚,飛行系,32,9,11,30,43,9,125,地10,混亂衝擊波Lv10、超強酒醉魔法LV5,2024-04-18,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12564.html),/img/專屬寵物/碧空海豚.gif,
大地奇美拉,飛行系,31,46,13,29,6,9,125,地6水4,隔山打牛Lv10、氣絕回復Lv1,2024-04-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12074.html),/img/專屬寵物/大地奇美拉.gif,
別西卜,飛行系,29,45,21,24,6,9,125,地7水3,乾坤一擲Lv11、石化攻擊Lv11,2024-03-07,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11824.html),/img/專屬寵物/別西卜.gif,
蒼蠅王,飛行系,31,39,23,22,10,9,125,地7水3,混亂攻擊Lv11,2024-03-07,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11824.html),/img/專屬寵物/蒼蠅王.gif,
丘比特天使,飛行系,27,6,12,32,48,9,125,火5風5,單體即死魔法Lv1、混亂衝擊波Lv10,2024-02-21,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11704.html),/img/專屬寵物/丘比特天使.gif,
黃小鴨,飛行系,36,6,16,22,45,9,125,風10,混亂衝擊波Lv10、超強昏睡魔法Lv5,2024-01-18,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11534.html),/img/專屬寵物/黃小鴨.png,
聖誕大公雞,飛行系,35,6,12,22,50,9,125,火5風5,混亂衝擊波Lv10、強力補血魔法Lv6,2023-12-20,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10844.html),/img/專屬寵物/聖誕大公雞.gif,
蒼月聖鷹,飛行系,25,29,13,50,8,9,125,風9地1,突襲之舞Lv10、氣絕回復Lv1,2023-12-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10764.html),/img/專屬寵物/蒼月聖鷹.gif,[蒼月聖學院](/任務攻略/主線任務/天空之城系列/蒼月聖學院) 風元素祕境：與迷宮內傳送石對話可直接登頂
珊瑚海豚,飛行系,31,7,20,20,47,8,125,火10,強力中毒魔法Lv5、超強火焰魔法Lv1,2023-11-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10534.html),/img/專屬寵物/珊瑚海豚.gif,
深淵石像魔王,飛行系,18,40,15,46,6,9,125,風1地9,氣功彈I、乾坤一擲Lv10,2023-11-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10534.html),/img/專屬寵物/深淵石像魔王.gif,[刀客就職任務](/任務攻略/專屬任務/刀客就職任務) 可從任一黃色傳送石抵達
勝利之翼,飛行系,29,50,13,25,8,9,125,風1地9,混亂攻擊Lv10、潛龍殺Lv10,2023-10-12,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10424.html),/img/專屬寵物/勝利之翼.gif,
諾爾特神鷹,飛行系,15,6,13,48,43,9,125,地1水9,遺忘攻擊Lv10、混亂衝擊波Lv10,2023-10-12,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10424.html),/img/專屬寵物/諾爾特神鷹.gif,
青蓮仙鳳,飛行系,14,6,15,45,45,9,125,地5水5,超強隕石魔法Lv4、超強石化魔法Lv5,2023-09-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10344.html),/img/專屬寵物/青蓮仙鳳.gif,
雷伊,飛行系,23,10,28,20,40,8,125,地10,強力中毒魔法Lv3,2023-09-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10344.html),/img/專屬寵物/雷伊.gif,
吞焰妖蛇,飛行系,31,50,20,18,6,9,125,水10,氣功彈I、潛龍殺Lv6,2023-09-21,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10324.html),/img/專屬寵物/吞焰妖蛇.gif,
青鸞聖鳥,飛行系,21,40,10,48,6,9,125,地10,單體即死Lv1、乾坤一擲點睛I,2023-09-08,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10234.html),/img/專屬寵物/青鸞聖鳥.gif,
紅翼奇美拉,飛行系,41,6,11,19,48,9,125,水5火5,超強混亂魔法Lv5、混亂攻擊Lv11,2023-08-07,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10084.html),/img/專屬寵物/紅翼奇美拉.gif,
改造布雷歐,飛行系,29,6,16,26,48,9,125,火10,強力混亂魔法Lv5、混亂攻擊Lv11,2023-08-07,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10084.html),/img/專屬寵物/改造布雷歐.gif,
布雷歐,飛行系,20,34,9,47,15,7,125,水4火6,強力昏睡魔法Lv5,2023-08-07,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10084.html),/img/專屬寵物/改造布雷歐.gif,
勝利女神,飛行系,34,6,16,24,45,9,125,地2風8,潔淨魔法LV3,2023-05-12,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9544.html),/img/專屬寵物/勝利女神.gif,
戰爭女神,飛行系,32,8,17,22,46,9,125,水6火4,強力昏睡魔法Lv5,2023-07-10,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9864.html),/img/專屬寵物/戰爭女神.gif,
小魚仙,飛行系,27,6,19,31,42,8,125,風4地6,昏睡魔法Lv3,2023-07-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9834.html),/img/專屬寵物/小魚仙.gif,
琴韻海妖,飛行系,31,6,19,23,46,8,125,風5地5,昏睡魔法Lv5、強力昏睡魔法Lv5,2023-07-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9834.html),/img/專屬寵物/琴韻海妖.gif,
夜魔,飛行系,30,44,19,26,6,8,125,火5風5,攻擊吸收Lv5,2023-06-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9644.html),/img/專屬寵物/夜魔.gif,
精靈女皇,飛行系,40,6,14,17,48,9,125,風6地4,超強昏睡魔法Lv5、補血魔法Lv5,2023-05-18,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9564.html),/img/專屬寵物/精靈女皇.gif,
地寶石精靈,飛行系,17,42,12,12,42,8,125,地10,混亂衝擊波Lv3,2023-05-18,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9564.html),/img/專屬寵物/地寶石精靈.gif,
水寶石精靈,飛行系,42,12,12,17,42,8,125,水10,混亂衝擊波Lv3,2023-05-18,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9564.html),/img/專屬寵物/水寶石精靈.gif,
火寶石精靈,飛行系,17,12,42,12,42,8,125,火10,混亂衝擊波Lv3,2023-05-18,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9564.html),/img/專屬寵物/火寶石精靈.gif,
風寶石精靈,飛行系,17,12,12,42,42,8,125,風10,混亂衝擊波Lv3,2023-05-18,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9564.html),/img/專屬寵物/風寶石精靈.gif,
大天使,飛行系,37,14,23,12,34,8,120,火5風5,,2023-04-04,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9264.html),/img/專屬寵物/大天使.gif,
光明天使,飛行系,46,40,14,19,6,9,125,火5風5,突襲之舞Lv5,2023-04-04,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9264.html),/img/專屬寵物/大天使.gif,
天使路西法,飛行系,43,6,12,19,45,9,125,火5風5,魔法無效Lv5,2023-04-04,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9264.html),/img/專屬寵物/天使路西法.gif,
太陽海豚,飛行系,41,6,20,15,43,8,125,火4風6,強力昏睡魔法Lv3,2023-03-29,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9214.html),/img/專屬寵物/太陽海豚.gif,
聖晶獨角獸,飛行系,35,6,16,19,49,9,125,地3水7,混亂衝擊波Lv5,2023-03-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9134.html),/img/專屬寵物/聖晶獨角獸.gif,
熾炎神鳳,飛行系,40,4,11,20,50,9,125,火5風5,超強火焰魔法Lv4,2023-02-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9044.html),/img/專屬寵物/熾炎神鳳.gif,
彩鳳,飛行系,37,45,13,24,6,8,125,地10,,2023-02-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9044.html),/img/專屬寵物/彩鳳.gif,
雛鳳,飛行系,37,6,13,24,45,8,125,水10,,2022-08-18,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8203.html),/img/專屬寵物/雛鳳.gif,
赤鳳,飛行系,45,37,24,13,6,8,125,火10,,2023-02-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9044.html),/img/專屬寵物/聖誕節火雞.gif,
金鳳,飛行系,24,6,37,13,45,8,125,風10,,2023-02-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9044.html),/img/專屬寵物/金鳳.gif,
聖金雪橇鹿車,飛行系,52,39,14,14,6,8,125,地10,,2021-12-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6613.html),/img/專屬寵物/聖金雪橇鹿車.gif,
黑金雪橇鹿車,飛行系,52,14,39,14,6,8,125,水10,,2021-12-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6613.html),/img/專屬寵物/黑金雪橇鹿車.gif,
黃金雪橇鹿車,飛行系,52,14,14,39,6,8,125,火10,,2021-12-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6613.html),/img/專屬寵物/黃金雪橇鹿車.gif,
白金雪橇鹿車,飛行系,39,52,14,14,6,8,125,風10,,2021-12-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6613.html),/img/專屬寵物/白金雪橇鹿車.gif,
地獄魔王,飛行系,23,33,20,27,17,7,120,水10,,2022-11-11,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8714.html),/img/專屬寵物/地獄魔王.gif,
魔王撒旦,飛行系,16,48,11,44,6,9,125,水10,隨機發出1-4道可遠程攻擊敵方的魔王劍斬，傷害為攻擊力的40%,2022-11-11,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8714.html),/img/專屬寵物/地獄魔王.gif,
深綠蝙蝠,飛行系,23,31,21,27,18,8,120,地7風3,埃瑞亞島（600.575）,2022-10-13,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8484.html),/img/專屬寵物/深綠蝙蝠.gif,
檸檬蝙蝠,飛行系,22,33,21,24,20,8,120,風8地2,,2022-10-13,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8484.html),/img/專屬寵物/檸檬蝙蝠.gif,
月兔卜樂,飛行系,14,24,16,37,34,8,125,風10,,2022-08-31,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8253.html),/img/專屬寵物/月兔卜樂.gif,
廣寒仙兔,飛行系,12,8,13,47,45,8,125,風10,,2022-08-31,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8253.html),/img/專屬寵物/廣寒仙兔.gif,
曜玉金鵷,飛行系,23,6,10,46,40,8,125,火10,,2022-08-18,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8203.html),/img/專屬寵物/曜玉金鵷.gif,
格陵蘭虎鯊,飛行系,19,13,15,42,31,7,120,地9風1,,2022-08-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7993.html),/img/專屬寵物/格陵蘭虎鯊.gif,
北海響尾鯊,飛行系,42,31,15,19,13,7,120,水9地1,,2022-08-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7993.html),/img/專屬寵物/北海響尾鯊.gif,
嗜血巡遊鯊,飛行系,31,42,15,19,13,7,120,水1火9,,2021-11-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6413.html),/img/專屬寵物/嗜血巡遊鯊.gif,
地獄亡靈,飛行系,22,24,13,35,26,7,120,地2水8,,2022-07-07,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7913.html),/img/專屬寵物/地獄亡靈.gif,
地獄惡魔,飛行系,11,6,17,43,48,9,125,地2水8,,2022-07-07,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7913.html),/img/專屬寵物/地獄亡靈.gif,
魔力小黃雞,飛行系,17,35,15,38,15,7,120,地2風8,,2022-05-05,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7463.html),/img/專屬寵物/魔力小黃雞.gif,
寶貝紫藍雞,飛行系,17,15,15,38,35,7,120,水8火2,,2022-05-05,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7463.html),/img/專屬寵物/寶貝紫藍雞.gif,
永恆熒光雞,飛行系,17,38,15,35,15,7,120,地8水2,,2022-05-05,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7463.html),/img/專屬寵物/永恆熒光雞.gif,
初心粉紅雞,飛行系,17,15,15,35,38,7,120,火2風8,,2022-05-05,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7463.html),/img/專屬寵物/初心粉紅雞.gif,
兔耳魔力小黃雞,飛行系,19,37,15,40,12,8,123,地2風8,,2022-05-05,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7463.html),/img/專屬寵物/兔耳魔力小黃雞.gif,
兔耳寶貝紫藍雞,飛行系,19,12,15,40,37,8,123,水8火2,,2022-05-05,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7463.html),/img/專屬寵物/兔耳寶貝紫藍雞.gif,
兔耳永恆熒光雞,飛行系,19,40,15,37,12,8,123,地8水2,,2022-05-05,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7463.html),/img/專屬寵物/兔耳永恆熒光雞.gif,
兔耳初心粉紅雞,飛行系,19,12,15,37,40,8,123,火8風2,,2022-05-05,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7463.html),/img/專屬寵物/兔耳初心粉紅雞.gif,
印第安魔力小雞,飛行系,19,39,15,42,10,8,125,地2風8,,2022-05-05,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7463.html),/img/專屬寵物/印第安魔力小雞.gif,
大法官魔力小雞,飛行系,19,10,15,42,39,8,125,水8火2,,2022-05-05,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7463.html),/img/專屬寵物/大法官魔力小雞.gif,
牛仔帽魔力小雞,飛行系,19,42,15,39,10,8,125,地8水2,,2022-05-05,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7463.html),/img/專屬寵物/牛仔帽魔力小雞.gif,
紳士裝魔力小雞,飛行系,19,10,15,39,42,8,125,火8風2,,2022-05-05,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7463.html),/img/專屬寵物/紳士裝魔力小雞.gif,
布偶夏莉,飛行系,19,9,17,34,44,8,123,風2地8,,2022-02-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7083.html),/img/專屬寵物/布偶夏莉.gif,
布偶凱琪,飛行系,15,9,16,43,40,8,123,地2水8,,2022-02-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7083.html),/img/專屬寵物/布偶凱琪.gif,
布偶艾菈,飛行系,16,9,42,17,39,8,123,水2火8,,2022-02-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7083.html),/img/專屬寵物/布偶艾菈.gif,
布偶米琪,飛行系,30,47,14,23,9,8,123,火2風8,,2022-02-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7083.html),/img/專屬寵物/布偶米琪.gif,
布偶紫音,飛行系,37,38,29,10,9,8,123,地10,,2022-02-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7083.html),/img/專屬寵物/布偶紫音.gif,
飛馬公主,飛行系,16,6,14,43,46,9,125,地3風7,,2022-02-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7083.html),/img/專屬寵物/飛馬公主.gif,
飛馬王子,飛行系,35,41,16,27,6,9,125,水2火8,,2022-02-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7083.html),/img/專屬寵物/飛馬王子.gif,
愛神丘比特,飛行系,16,12,15,40,42,8,125,風10,,2022-02-10,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7023.html),/img/專屬寵物/愛神丘比特.gif,
小丑魚霸王,飛行系,19,42,13,45,6,8,125,火5風5,,2022-01-13,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6833.html),/img/專屬寵物/小丑魚霸王.gif,
風暴小丑魚王,飛行系,16,6,14,45,44,9,125,地4水6,強力混亂魔法Lv3,2022-01-13,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6833.html),/img/專屬寵物/風暴小丑魚王.gif,
碧波小丑魚,飛行系,16,39,15,43,10,8,123,地6水4,,2022-01-13,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6833.html),/img/專屬寵物/碧波小丑魚.gif,
蒼角小丑魚,飛行系,18,40,14,41,10,8,123,水6火4,,2022-01-13,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6833.html),/img/專屬寵物/蒼角小丑魚.gif,
赤丸小丑魚,飛行系,17,39,15,42,10,8,123,火6風4,,2022-01-13,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6833.html),/img/專屬寵物/赤丸小丑魚.gif,
魔方小丑魚,飛行系,20,40,13,40,10,8,123,風6地4,,2022-01-13,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6833.html),/img/專屬寵物/魔方小丑魚.gif,
歐特奇美拉,飛行系,24,22,22,35,17,7,120,風5地5,,2021-12-10,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6553.html),/img/專屬寵物/歐特奇美拉.gif,
疾風奇美拉,飛行系,20,6,8,45,46,9,125,風5地5,,2021-12-10,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6553.html),/img/專屬寵物/歐特奇美拉.gif,
水母霸王,飛行系,42,9,11,17,46,8,125,風5地5,,2021-11-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6413.html),/img/專屬寵物/水母霸王.gif,
雷暴娃娃水母,飛行系,47,6,11,46,15,8,125,水5火5,強力昏睡魔法Lv3,2021-11-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6413.html),/img/專屬寵物/雷暴娃娃水母.gif,
晴天娃娃水母,飛行系,36,9,23,13,42,8,123,地9水1,,2021-11-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6413.html),/img/專屬寵物/晴天娃娃水母.gif,
小雨娃娃水母,飛行系,35,9,23,12,44,8,123,水9火1,,2021-11-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6413.html),/img/專屬寵物/小雨娃娃水母.gif,
大雪娃娃水母,飛行系,34,9,20,15,45,8,123,火9風1,,2021-11-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6413.html),/img/專屬寵物/大雪娃娃水母.gif,
多雲娃娃水母,飛行系,34,9,21,16,43,8,123,風9地1,,2021-11-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6413.html),/img/專屬寵物/多雲娃娃水母.gif,
符能青鸞,飛行系,23,40,10,46,6,8,125,地10,,2021-09-30,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6143.html),/img/專屬寵物/青鸞聖鳥.gif,
石像魔王,飛行系,12,36,13,18,46,8,125,地9風1,,2023-11-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10534.html),/img/專屬寵物/石像魔王.gif,
